Product_ID,Product_Category,Brand_Tier,Unit_Price,Discount_Percentage,Advertising_Spend,Competitor_Price,Store_Coverage_Count,Customer_Rating,Inventory_Availability_Percentage,Monthly_Units_Sold
PID002109,Sports & Fitness,Mid-range,50.56,7.8,5737.88,50.18,239,3.5,93.1,258
PID002110,Furniture,Budget,255.77,23.9,2442.51,282.9,457,3.6,87,432
PID002111,Electronics,Premium,268.68,21.3,1075.19,41.12,115,4.3,75.9,5
PID002112,Sports & Fitness,Budget,37.01,31.7,3869.54,19.19,529,3.3,59.3,207
PID002113,Home & Kitchen,Budget,70.32,21.3,3199.98,133.28,300,3.6,83.7,300
PID002114,Home & Kitchen,Premium,133.31,1.7,6146.41,20.31,203,4.2,99.8,354
PID002115,Furniture,Mid-range,510.77,7.1,5070.16,243.12,228,3.4,82.6,47
PID002116,Toys & Games,Budget,6.14,9.6,926.23,54.84,531,3,81.3,189
PID002117,Apparel,Premium,73.33,16.6,1715.04,105.71,197,4,85.5,189
PID002118,Home & Kitchen,Mid-range,55.29,14,3832.53,148.32,213,3.8,72.7,329
PID002119,Grocery,Budget,6.29,15.8,4061.48,40.47,261,3.9,70.4,253
PID002120,Furniture,Mid-range,,18.8,6297.71,49,324,,77.4,25
PID002121,Electronics,Premium,364.49,3.5,7494.88,370.99,114,4.1,72.5,312
PID002122,Apparel,Mid-range,49.46,15.6,5636.72,74.35,145,3.8,71.5,242
PID002123,Beauty & Personal Care,Budget,13.52,36,5036.43,43.56,362,3.9,87.9,638
PID002124,GROCERY,Budget,4.4,24.5,2745.38,25.59,454,3.8,100,569
PID002125,Apparel,Premium,85.47,15.2,5136.7,147.71,149,4.2,76.9,253
PID002126,Beauty & Personal Care,Budget,12.17,40.7,3753.23,16.15,506,3.3,72.6,507
PID002127,Grocery,Budget,13.56,11.7,3554.35,38.16,558,,,223
PID002128,Home & Kitchen,Mid-range,78.37,24.7,3299.03,57.7,244,2.5,71.7,13
PID002129,Grocery,Budget,15.15,10.7,2355.87,23.19,234,4.5,93.4,280
PID002130,Apparel,Premium,73.58,4.8,6539.68,142.66,189,4.4,86.1,456
PID002131,Grocery,Budget,12.33,14.7,5390.45,30.48,554,4.1,,539
PID002132,Beauty & Personal Care,Mid-range,51.37,10.3,4115.85,40.77,128,4.1,71.6,118
PID002133,Apparel,Premium,47.46,2.3,7141.61,75.34,104,4.6,83.3,353
PID002134,Beauty & Personal Care,Mid-range,44.69,13.2,6343.48,153.38,341,3.6,94.7,568
PID002135,Furniture,Premium,551.3,4.4,5190,456.48,208,,97.9,267
PID002136,Grocery,Budget,13.49,19.6,6650.26,53.47,510,3.4,86.4,497
PID002137,Beauty & Personal Care,Budget,18.19,29.9,3088.25,101.08,258,3.5,71.7,364
PID002138,Grocery,Budget,7.51,10.6,6662.76,15.02,408,3.1,98.8,371
PID002139,Electronics,Mid-range,274.15,13.3,4165.69,139.28,221,4.5,81.7,265
PID002140,,Budget,9.82,4.2,3709.58,56.22,282,3.5,74.1,150
PID002141,Sports & Fitness,Budget,32.05,25.4,2268.43,71.45,226,3.3,63.5,5
PID002142,Electronics,Premium,491.78,14.5,6533.07,41.12,102,4.5,82.8,82
PID002143,ELECTRONICS,Premium,-76.42,1.1,150,81.75,127,3.7,83.2,5
PID002144,Toys & Games,Budget,16.98,22.9,4516.84,117.01,503,3.1,,450
PID002145,Apparel,Mid-range,65.63,5.2,3841.3,75.52,342,3.5,100,314
PID002146,Beauty & Personal Care,Mid-range,11.52,,,109.41,240,3.8,78.3,553
PID002147,Apparel,Mid-range,51.39,13.6,2045.34,33.78,292,3.8,91.9,219
PID002148,Electronics,Mid-range,243.7,7.1,3340.27,79.65,341,3.9,81.1,225
PID002149,Home and Kitchen,Budget,23.45,40.4,2895.94,140.91,449,3.4,95.1,592
PID002150,Electronics,Mid-range,299.62,38.7,2135.53,235.82,279,3.7,100,516
PID002151,Apparel,Premium,93.23,3,3909.92,18.06,63,3.9,86.8,24
PID002152,Grocery,Budget,9.36,32.4,6870.34,15.02,514,4.5,80.7,782
PID002153,Grocery,Budget,14.53,19.2,7058.3,30.88,335,3.9,97.3,598
PID002154,Sports & Fitness,Mid-range,69.43,10.5,2644.52,94.15,269,2.9,82.3,86
PID002155,Grocery,Budget,12.39,11.2,6309.28,59.68,563,3.7,94.1,610
PID002156,Grocery,Budget,9.06,18.6,3709.48,48.86,287,3.3,73.6,88
PID002157,Electronics,Budget,109.85,15.8,5337.35,95.8,477,3.8,78.6,496
PID002158,Apparel,Mid-range,63.71,,4014.6,83.4,272,3.6,95.4,427
PID002159,Toys & Games,Budget,8.34,25.7,7370.08,105.26,356,3.5,,515
PID002160,,Premium,49.83,13.5,2390.75,238.29,113,3.9,96.6,377
PID002161,Electronics,Premium,457.32,1.7,4010.65,309.58,97,,88.2,176
PID002162,Grocery,Mid-range,12.77,12.2,3145.27,76.44,236,3.9,81.6,235
PID002163,Home & Kitchen,Mid-range,76.06,19.6,7669.62,45.45,227,4.1,95.7,497
PID002164,Sports & Fitness,Mid-range,61.26,10.3,5092.97,19.19,335,4.3,82.9,370
PID002165,Beauty & Personal Care,Budget,7.88,4.4,2466.45,118.39,309,3.9,77.1,210
PID002166,Apparel,Mid-range,52.49,5.9,2952.51,41.03,302,3.5,90.2,141
PID002167,Sports & Fitness,,90.18,8,1405.3,119.56,209,4.3,66.4,5
PID002168,Toys & Games,Mid-range,26.85,13.2,150,75.07,355,3.8,77.7,164
PID002169,Grocery,Budget,18.19,23.1,2430.1,39.41,353,3.6,93.1,379
PID002170,Home & Kitchen,Budget,50.21,38.3,7521.17,179.84,521,3.4,75.6,836
PID002171,Home & Kitchen,Budget,38.3,41.2,2616.21,52.72,221,3.9,89,414
PID002172,Toys & Games,Mid-range,54.07,9.1,4001.64,22.84,315,4.3,89.8,237
PID002173,Electronics,Mid-range,197.21,7,5937.06,141.05,353,3.7,80.2,324
PID002174,Electronics,Premium,326.87,11.6,4485.52,41.12,92,5,87.3,271
PID002175,Beauty & Personal Care,Budget,,39.4,2170.09,16.15,534,3.1,66.7,386
PID002176,Toys & Games,Budget,24.6,9.7,3838.05,86.78,443,3,86,196
PID002177,Sports & Fitness,Mid-range,41.13,28.4,1740.72,19.19,315,3.6,100,311
PID002178,Grocery,Mid-range,11.28,7.7,6501.91,15.02,308,3.8,,418
PID002179,Grocery,Mid-range,22.36,17.5,5061.65,84.55,172,3.8,77,237
PID002180,Sports & Fitness,Budget,33.55,20.6,3995.14,64.99,521,3.2,93.7,419
PID002181,Furniture,Premium,498.36,9.4,5162.09,152.06,159,3.5,80.8,40
PID002182,Beauty & Personal Care,Premium,40.86,4.4,4803.17,26.17,111,4.4,83.8,293
PID002183,Grocery,Budget,12.78,2,5901.25,57.67,418,3.4,78.3,222
PID002184,,Budget,14.06,19.6,3674.88,103.79,443,3.1,88.1,473
PID002185,Electronics,Mid-range,231.83,11.8,5280.02,,288,4.2,72.2,201
PID002186,Home & Kitchen,Mid-range,,16.6,5107.33,69.7,275,4,81.8,392
PID002187,Beauty & Personal Care,Mid-range,26.65,12.5,2482,46.06,144,3.2,75.5,5
PID002188,Apparel,Budget,43.65,24.7,2739.32,98,300,3.9,86.6,351
PID002189,Toys & Games,Premium,48.85,6.6,4008.64,62,202,3.9,89.8,294
PID002190,Apparel,Mid-range,34.6,5.4,6683.82,115.81,255,3.7,79.4,398
PID002191,Groceries,Budget,12.05,3.9,3319.77,61.73,555,3.9,84.9,382
PID002192,Beauty & Personal Care,Budget,23.96,31.3,150,68.82,485,2.8,79.7,109
PID002193,Sports & Fitness,Mid-range,55.85,22.4,6259.74,53.84,188,4,93.1,453
PID002194,Furniture,Budget,154.57,26.4,2550.52,232.31,384,2.9,74.9,244
PID002195,Sports & Fitness,Mid-range,57.01,3.9,6808.45,94.47,151,4,85.4,346
PID002196,Sports & Fitness,Premium,60.94,3.8,7254.3,102.27,118,4.1,94.1,440
PID002197,Apparel,Budget,31.21,24.6,4595.11,49.82,556,3.8,78.5,537
PID002198,Grocery,Budget,3.85,33.1,2318.01,24.34,560,3.6,85.5,404
PID002199,ELECTRONICS,Premium,325.6,2.3,4900.5,117.27,165,4.4,87.5,193
PID002200,Electronics,Budget,167.82,24.4,604.95,,448,3.4,84.6,334
PID002201,Home & Kitchen,Budget,57.79,15.5,2510.74,103.57,518,2.9,85,258
PID002202,Apparel,Premium,59.92,5.4,6816.41,124.15,136,4.3,76.6,314
PID002203,Home & Kitchen,Budget,26.39,17,2797.5,96.49,572,4.1,69.4,443
PID002204,Home & Kitchen,Mid-range,58.65,11.3,4844.88,218.68,365,3.7,84,496
PID002205,Beauty & Personal Care,Mid-range,14.86,18.3,2984.91,16.15,221,4,90.9,252
PID002206,Beauty & Personal Care,Mid-range,27.17,9.2,4751.49,67.56,266,3.9,81.6,312
PID002207,Apparel,Mid-range,,2.2,,18.06,332,3.3,74.8,153
PID002208,Beauty & Personal Care,Premium,39.06,16.7,1861.98,44.94,65,4.6,81.5,232
PID002209,Grocery,,14.23,7.6,2289.77,88.38,476,3.5,74.3,278
PID002210,Beauty & Personal Care,Budget,28.95,22.4,5062.72,40.36,522,3.6,87.9,617
PID002211,Sports & Fitness,Budget,40.75,14.4,2847.78,132.57,386,3.5,76,221
PID002212,Home & Kitchen,Mid-range,61.95,20.8,2643.09,106.32,232,4.6,85.8,454
PID002213,Toys & Games,Premium,28.37,7.4,2729.88,88.31,119,,78.8,151
PID002214,Beauty & Personal Care,Premium,42.94,15.1,7916.18,121.59,162,4,87.5,615
PID002215,Home & Kitchen,Premium,109.39,0.7,9805.25,170.42,158,4.4,93.3,684
PID002216,Toys & Games,Budget,13.67,34.6,628.3,111.11,340,3,100,266
PID002217,Home & Kitchen,Budget,61.26,39.9,,62.89,386,3.8,72.8,445
PID002218,Toys & Games,Premium,27.87,6.3,8940,85.11,118,4.2,82.8,382
PID002219,Electronics,Premium,651.04,6.5,5700.1,237.95,63,4.4,80.5,22
PID002220,,Budget,237.18,6.8,2694.06,49,264,4,100,262
PID002221,Beauty & Personal Care,Mid-range,16.73,18.6,3258.43,62.43,334,3.5,86.7,299
PID002222,Apparel,Premium,51.99,5.9,150,154.65,173,4.5,73.3,130
PID002223,Beauty & Personal Care,Premium,16.33,7.4,6225.93,104.39,115,4.2,77.3,314
PID002224,Electronics,Budgett,182.25,12.2,,41.12,270,4,90.5,167
PID002225,Grocery,Budget,3.43,27.5,5164.59,,431,3.7,94.4,553
PID002226,Electronics,Mid-range,233.62,13.4,150,115.13,126,3.8,94.6,5
PID002227,Home & Kitchen,Budget,,15.2,1525.03,25.59,503,3.1,79.9,105
PID002228,Beauty & Personal Care,Premium,32.86,4.2,4110.46,93.82,144,4.4,80.2,344
PID002229,Toys & Games,Budget,15.73,18.8,2495.2,119.61,459,3.5,94.5,422
PID002230,Apparel,Premium,67.83,7.4,7620.2,18.06,140,3.6,96.2,324
PID002231,Electronics,Budget,182.18,15.7,5149.66,88.58,319,3.9,86.7,440
PID002232,Beauty & Personal Care,premium,54.68,5,,99.12,137,4,84.3,355
PID002233,Home & Kitchen,Premium,141.47,4.8,5952.87,,206,4.2,123.5,250
PID002234,Furniture,,,5.7,4039.02,49,84,4.5,74.9,5
PID002235,Electronics,Budget,168.57,21.5,2437.01,41.12,512,3.5,92.1,312
PID002236,Furniture,Budget,213.2,13.6,3022.62,328.54,430,3.3,90.9,413
PID002237,Furniture,Mid-range,291.6,21,4999.31,197.07,202,4.1,72.6,263
PID002238,Apparel,MID-RANGE,54.41,6.4,5002.33,133.05,356,3.4,100,336
PID002239,Beauty & Personal Care,Mid-range,41.15,13.6,2820,103.54,354,3.9,82,404
PID002240,Electronics,Mid-range,247.85,30,827.85,329.96,205,3,78.4,62
PID002241,Home & Kitchen,Mid-range,32.68,13.3,6645.95,112.38,283,4.1,97.7,592
PID002242,Electronics,Budget,330.31,6.1,735.14,41.12,383,3.9,86.6,36
PID002243,Electronics,Mid-range,233.82,13,2813.79,134.66,147,3.7,80.8,5
PID002244,Grocery,Budget,13.98,56.8,2508.77,28.8,403,3.3,80.3,463
PID002245,Sports & Fitness,Budget,54.79,21.9,2397.31,153.91,292,3.8,85.5,319
PID002246,Toys & Games,Mid-range,35.28,8.2,5620.72,32.93,283,3.5,74.4,193
PID002247,Toys & Games,Premium,43.94,0.7,5555.23,74.61,178,4,100,323
PID002248,Furniture,Mid-range,303.26,2.2,4289.69,283.49,235,3.7,86.3,290
PID002249,Home & Kitchen,Mid-range,75.19,0.4,3467.54,79.42,188,3.7,78.1,15
PID002250,Electronics,Mid-range,176.71,2.1,3924.82,340.61,204,4,82,407
PID002251,Toys & Games,Mid-range,33.93,25.3,5492.18,87.54,125,4.5,95.9,482
PID002252,Apparel,Budget,19.58,53.7,3329.34,77.26,299,3.8,76.9,508
PID002253,Home & Kitchen,Mid-range,117.7,15.5,2817.34,24.57,366,3.5,82.6,206
PID002254,Furniture,Mid-range,169.24,11.1,4309.25,276.81,262,4.3,90.4,580
PID002255,Sports & Fitness,Mid-range,26.22,28.3,4595.91,87.13,274,3.4,77.3,342
PID002256,Sports & Fitness,Budget,41.2,9.4,3822.74,19.19,391,3.2,62.7,76
PID002257,Beauty & Personal Care,Budget,13.22,24.8,3978.04,68.23,366,4.2,80.8,634
PID002258,Home & Kitchen,Premium,127.89,2.7,4559.38,97.87,174,3.6,87.8,94
PID002259,Home & Kitchen,Budget,35.03,23.2,3170.69,85.93,499,4.4,,613
PID002260,Apparel,Premium,108.84,15.9,3677.82,54.68,123,4.1,,226
PID002261,Furniture,Budget,133.51,18.7,2467.64,49,332,3.3,80.9,147
PID002262,Sports & Fitness,Mid-range,19.16,3.2,3407.65,38.32,260,4.4,87.5,279
PID002263,Home & Kitchen,Premium,94.92,2.6,5695.96,51.67,101,5,95.5,429
PID002264,Home & Kitchen,Mid-range,33.59,31.9,3424.91,20.31,231,3.1,83.8,196
PID002265,Apparel,Budget,10.26,14.3,4252.77,67.2,286,3.2,84.5,220
PID002266,,Mid-range,62.84,13.8,5110.37,79.19,261,3.7,82.1,263
PID002267,Electronics,Mid-range,190.13,5.6,7061.26,103.97,370,4.1,80,423
PID002268,,Budget,3.63,19.3,4444.72,168.42,246,3.6,75.6,385
PID002269,Beauty & Personal Care,Budget,14.99,35.2,4967.96,63.16,490,3.7,81.5,693
PID002270,Grocery,Budget,12.91,2.4,2465.28,77.35,377,3.4,77.7,89
PID002271,Electronics,Budget,146.31,,440.59,155.63,575,3.4,84.6,237
PID002272,Grocery,Budget,19.84,16,823.39,99.36,225,3.5,64.2,86
PID002273,Sports & Fitness,Budget,,16,4352.97,90.42,576,3.6,73,359
PID002274,Electronics,Mid-range,270.43,25.1,,292.05,208,4,77,266
PID002275,Apparel,Mid-range,38.44,6.5,6041,47.48,184,4.1,90.4,344
PID002276,Home & Kitchen,Premium,37.44,130.7,7565.71,33.73,159,4.5,64,403
PID002277,Grocery,Mid-range,29.54,10.9,4086.45,73.17,221,3.9,80.9,176
PID002278,Electronics,Mid-range,292.72,23.2,6740.68,141.8,187,3.3,87,277
PID002279,,Mid-range,37.15,9.7,2265.1,81.45,300,4.1,62,189
PID002280,Home & Kitchen,Budget,38.92,47.6,3172.45,170.28,262,2.9,81.5,505
PID002281,Furniture,Budget,218.48,23.5,974.97,243.39,433,4.3,77.7,454
PID002282,Apparel,Mid-range,57.6,25.3,2364.93,38.33,157,3.7,98.6,193
PID002283,Electronics,Premium,438.59,5,5080.26,131.49,121,4.5,90.9,149
PID002284,Furniture,Mid-range,373.05,5.3,6619.18,179.42,153,4.5,91.4,374
PID002285,Home & Kitchen,Mid-range,94.64,2.8,3988.17,39.63,161,4.1,87.4,185
PID002286,Grocery,Mid-range,16.05,4.5,6786.69,80.32,366,3.5,95.2,389
PID002287,Beauty & Personal Care,Mid-range,34.13,14.8,3684,20.1,318,,88.6,492
PID002288,Apparel,Budget,31.8,3.7,4169.32,86.83,301,3.9,100,343
PID002289,Beauty & Personal Care,Premium,43.26,5.6,8147.53,66.62,163,4.9,67.8,461
PID002290,Apparel,,34.04,32.6,3589.26,46.52,530,3.8,95.7,596
PID002291,Apparel,Mid-range,32.45,17.1,5702.14,134.74,357,3.9,84.9,483
PID002292,Electronics,Premium,467.71,5.2,2322.1,137.22,111,3.5,86.1,5
PID002293,Grocery,Mid-range,,12.3,3002.24,39.57,298,4.3,99,332
PID002294,Apparel,Mid-range,38.27,8.5,1531.88,60.26,259,2.9,73.1,5
PID002295,Toys & Games,Premium,51.18,21.2,8305.43,16.6,112,4.3,74,376
PID002296,Electronics,Mid-range,117.35,9.7,6921.69,297.59,120,3.6,82.7,513
PID002297,Furniture,Mid-range,235.43,8.3,2548.3,49,218,3.9,88.9,57
PID002298,Sports & Fitness,Mid-range,18.62,19.9,4756.3,120.32,182,3.9,68.3,349
PID002299,Furniture,Mid-range,327.96,25.7,6293.79,161.77,173,4,99.2,456
PID002300,Furniture,Budget,199.48,27.8,2920.09,49,553,3.3,89,355
PID002301,Sports & Fitness,Premium,93.87,8.3,526.86,152.89,183,4.2,74.5,68
PID002302,Furniture,Mid-range,215.47,8.4,4204.27,,329,4.1,,541
PID002303,Electronics,Mid-range,86.9,26.1,2384.45,273.76,307,4.1,72.1,445
PID002304,Toys & Games,Budget,26.01,28.5,4374.96,148.61,425,2.7,66.3,262
PID002305,Electronics,Mid-range,312.79,21.6,3615.5,215.89,285,,,510
PID002306,Furniture,Premium,501.32,7.9,6712.4,103.1,68,3.8,83.2,5
PID002307,Furniture,Mid-range,393,34.1,2811.82,49,361,4.1,76.2,170
PID002308,Grocery,Premium,17.48,5.9,5868.04,90.61,84,3.8,97.9,301
PID002309,Home & Kitchen,Mid-range,24.37,11.3,1822.8,71.7,331,3.7,100,301
PID002310,Grocery,Budget,20.17,6.3,5895.39,73.31,595,,84.3,519
PID002311,Sports & Fitness,Mid-range,49.3,18.1,4476.25,19.19,277,3.9,92.4,351
PID002312,Beauty & Personal Care,Mid-range,,14.4,3495.06,55.7,144,3.7,100,253
PID002313,Toys & Games,Budget,14.38,9.5,4428.56,96.06,372,3.4,93.5,313
PID002314,Furniture,Premium,421.55,4.1,5350.85,321.22,109,4.2,82.5,317
PID002315,Furniture,Mid-range,374.42,4.9,4342.6,49,198,4,70.9,5
PID002316,Toys & Games,Budget,27.42,22.9,4267.51,126.08,600,3.8,99.1,610
PID002317,Sports & Fitness,Mid-range,67.01,7.9,3715.36,35.64,223,3.2,119.6,5
PID002318,Toys & Games,Budget,25.42,15.1,1290.32,139.13,457,3.3,77.7,176
PID002319,Toys & Games,Mid-range,15.49,13.9,,55.21,124,3.8,91.5,286
PID002320,Toys & Games,Mid-range,13.9,5.4,3174.88,172.43,322,3.6,87.1,297
PID002321,Home & Kitchen,Mid-range,90.8,37.1,6196.4,159.2,180,4.2,96.3,781
PID002322,Toys & Games,Mid-range,30.13,20.9,3285.53,26.9,302,4.6,88.5,430
PID002323,Electronics,Premium,272.7,6.4,3130.2,158.96,102,4.5,,204
PID002324,Grocery,Budget,11.79,24.4,4352.6,25.4,350,4.1,87.4,413
PID002325,Toys & Games,Budget,26.92,12.7,5462.67,109.65,232,3.8,84.4,362
PID002326,Electronics,Budget,155.09,8.4,4007.93,41.12,,3.8,100,311
PID002327,Grocery,Budget,10.33,23.6,2362.4,48.46,259,2.7,76.7,66
PID002328,Electronics,Mid-range,220.92,11.7,4483.63,199.55,310,3.4,99.6,433
PID002329,Toys & Games,Mid-range,45.33,12.5,4899.57,78.54,233,3.3,85.9,180
PID002330,Sports & Fitness,Mid-range,,35.8,2601.3,46.78,315,3.8,95.2,521
PID002331,Toys & Games,Premium,54.08,12.8,7270.81,16.6,199,4.1,82.8,366
PID002332,Toys & Games,Mid-range,45.71,30.4,2694.9,108.11,266,3.5,83,304
PID002333,electronics,Mid-range,252.24,22.4,1942.22,335.6,145,4.1,86.6,374
PID002334,Electronics,Mid-range,264.2,34.7,4063.19,97.63,281,4.1,91.7,501
PID002335,Beauty & Personal Care,Mid-range,29.93,5.7,5803.31,128.23,358,3.8,84.8,494
PID002336,Sports & Fitness,Mid-range,72.13,12.3,5338.38,84.01,269,4,68.4,265
PID002337,Home & Kitchen,Mid-range,108.96,14,4365.69,114.66,147,3.7,78.7,218
PID002338,Electronics,Premium,222.76,7.5,5285,87.48,155,4.9,84.9,324
PID002339,Electronics,Mid-range,217.98,11.1,3311.11,95.61,222,3.8,93,222
PID002340,Electronics,Mid-range,298.24,8.6,6294.37,251.39,345,4,87.4,566
PID002341,Toys & Games,Budget,24.03,23.7,1633.9,44.28,404,3.9,86.4,297
PID002342,Electronics,Mid-range,225.14,9.4,6910.37,393.19,216,3.7,84.5,601
PID002343,Sports & Fitness,Mid-range,50.68,23.4,3141.69,19.19,194,3.5,91.5,183
PID002344,Beauty & Personal Care,Budget,11.96,13.7,5273.45,93.07,354,3.7,89.9,575
PID002345,Beauty & Personal Care,Mid-range,11.64,8.6,2230.82,55.73,147,3.5,77.9,12
PID002346,Furnitures,Budget,298.08,29.5,1739.29,74.95,527,3.6,87.8,253
PID002347,Home & Kitchen,Mid-range,96.81,16.4,2093.25,136.38,121,3.5,100,237
PID002348,Electronics,Premium,467.61,2.4,8593.86,206.52,91,4.5,90.4,371
PID002349,Apparel,Budget,20.92,12.2,1611.45,119.4,265,3.4,85.5,118
PID002350,Electronics,Mid-range,219.47,17.1,3315.4,64.42,195,4.1,87,86
PID002351,Apparel,Premium,27.31,15,1626.36,92.03,156,4.1,100,281
PID002352,Sports & Fitness,Mid-range,28.56,3.1,5057.01,29.3,320,3.9,79,273
PID002353,Furniture,Mid-range,391.22,12.9,3355.04,142.15,290,4.1,95.8,241
PID002354,Furniture,Budget,214.39,15.4,2682.26,165.02,504,4.5,70,463
PID002355,Apparel,Budget,11.51,,1955.43,18.06,327,3.7,82.9,142
PID002356,Apparel,Budget,23.97,15.5,3255.41,67.1,248,3.2,71.3,184
PID002357,Beauty & Personal Care,budget,16.42,20.2,2604.74,16.15,480,2.9,85.8,194
PID002358,Home & Kitchen,Mid-range,39.53,18.5,3028.69,72.36,356,4.3,69.1,346
PID002359,Toys & Games,Budget,18.3,17.7,,19.13,234,3.6,76.1,210
PID002360,Electronics,Mid-range,256.4,7.3,2316.83,41.12,275,3.7,80.2,37
PID002361,Beauty & Personal Care,Mid-range,14.44,14.6,8230.6,74.23,130,3,88.9,358
PID002362,Apparel,Mid-range,27.67,17.1,2892.85,104.63,156,3.4,77.7,103
PID002363,Apparel,Budget,29.8,33.3,3272.71,93.26,244,3.4,82.6,265
PID002364,Beauty & Personal Care,Premium,43.2,6.2,8689.55,64.59,176,6.5,100,527
PID002365,GROCERY,Budget,20.35,21.6,3376.23,36.99,,3.1,81.5,259
PID002366,Home & Kitchen,Mid-range,68.79,2.6,3638.18,74.77,237,3.1,83.6,5
PID002367,Toys & Games,Budget,18.45,9.8,2736.12,58.76,395,4,100,397
PID002368,Toys & Games,Budget,33.05,26.4,1321.17,16.6,375,3.5,82.5,142
PID002369,Grocery,Budget,,5.6,5654.12,39.67,461,3.4,98.7,434
PID002370,Apparel,Mid-range,57.54,20.5,5721.14,91.06,299,3,75.1,121
PID002371,Grocery,Premium,29.79,8.3,4811.39,66.35,129,4.1,93.3,342
PID002372,Electronics,Budget,147.01,17.9,3146.94,41.12,583,3.4,93.4,307
PID002373,Home & Kitchen,Budget,41.65,19.8,4177.4,67.85,571,3.3,91.5,507
PID002374,Toys & Games,Budget,21.36,5.4,150,88.87,289,2.9,87.3,5
PID002375,Toys & Games,Mid-range,44.4,4.4,3810.28,85.89,153,3,77.3,13
PID002376,Electronics,Budget,102.31,15.3,2475.52,180.96,561,3.5,83.8,435
PID002377,Beauty & Personal Care,Budget,11.72,39.9,5827.39,97.55,233,3.7,80.3,710
PID002378,,Mid-range,464.81,4,5432.61,41.12,161,3.8,90.5,5
PID003775,Toys & Games,Mid-range,32.14,22.7,8814.82,69.21,373,3.8,91.9,660
PID002380,Toys & Games,Premium,74.8,,3705.64,117.37,157,5,82.9,285
PID002381,Electronics,Mid-range,371.94,14,,431.36,279,4.4,87.1,674
PID002382,Beauty & Personal Care,Mid-range,31.52,25.2,5656.28,88.01,248,4.3,76.9,591
PID002383,Apparel,Premium,105.9,21.3,3694.06,18.06,209,4.5,,210
PID002384,Electronics,Mid-range,237.85,22.4,4661.41,41.12,147,4.2,98,300
PID002385,Apparel,Mid-range,52.21,23.6,3361.37,105.82,,3.7,,247
PID002386,Electronics,Mid-range,242.82,10.9,4284.46,170.48,222,4.4,94.7,381
PID002387,Furniture,Premium,489.75,5.8,6236.09,49.28,213,4.1,88.8,37
PID002388,Home & Kitchen,Mid-range,88.62,40.4,6811.21,29.46,334,3.9,87.8,606
PID002389,Home & Kitchen,Budget,39.21,28.2,6051.95,72.72,444,3.3,70.8,431
PID002390,Furniture,Mid-range,225.87,34.3,3885.9,166.14,209,4.6,81.3,488
PID002391,Electronics,Premium,446.03,9.4,4318.65,198.62,124,4.2,81.1,111
PID002392,Beauty & Personal Care,Mid-range,33.44,15.1,4182.62,16.15,242,3.4,100,258
PID002393,Grocery,Budget,16.94,2.3,3357.24,24.83,226,3.7,83.5,86
PID002394,Home & Kitchen,Mid-range,76.28,7.7,3296.56,99.14,249,3.4,93.2,99
PID002395,Home & Kitchen,Budget,,13.9,3856.23,88.84,250,4,100,467
PID002396,Furniture,Premium,617.3,11.4,7449.31,166.56,199,4.3,81.7,179
PID002397,Electronics,Premium,315.18,6.2,5979.52,62.45,116,4.4,72,76
PID002398,Apparel,Mid-range,52.08,19.9,2469.05,18.06,132,4.2,100,268
PID002399,Beauty & Personal Care,Mid-range,21.51,11.6,3624.51,67.56,267,3.9,82,303
PID002400,Apparel,Budget,20.32,36.4,4764.54,59.94,585,2.7,79.7,393
PID002401,Toys & Games,Mid-range,24.22,21.3,7141.14,107.11,239,,100,665
PID002402,Home & Kitchen,Premium,108.76,3.8,5977.85,155.17,213,4.3,72.6,368
PID002403,Sports & Fitness,Premium,93.26,4,1922.79,19.19,108,3.1,87.8,5
PID002404,Electronics,Premium,296.45,19,4070,390.37,156,3.8,68.9,262
PID002405,Furniture,Mid-range,448.46,2.6,3481.93,117.78,227,4,72,5
PID002406,Beauty & Personal Care,Premium,45.7,8.9,7265.15,119.5,100,5,77.6,529
PID002407,Apparel,Budget,32.34,22.1,2084.85,79.53,298,3.1,90.2,176
PID002408,Home & Kitchen,Budget,20.59,18.1,4966.98,97.08,522,2.3,100,332
PID002409,Apparel,Budget,28.09,14.1,4724.98,98.05,360,3.8,78.6,421
PID002410,Furniture,Mid-range,191.49,23.4,4860.5,405.51,263,3.8,81.2,656
PID002411,,Premium,61.59,10.8,7431.67,61.05,65,3.5,79.4,219
PID002412,Furniture,Premium,563.39,9,6778.4,49,108,4.4,88.5,30
PID002413,Apparel,Budget,21.2,23.3,,71.32,511,3.4,88.2,379
PID002414,Toys & Games,Mid-range,43.61,34.7,2314.94,,298,3.7,83.9,351
PID002415,Apparel,Mid-range,42.03,21.4,3808.66,103.47,253,4.1,77,371
PID002416,Home & Kitchen,Premium,59.92,,,20.31,124,4.8,88.5,302
PID002417,Furniture,Premium,554.34,7.6,7487.47,211.52,146,4.4,76.8,226
PID002418,Furniture,Mid-range,471.35,16,,137.86,249,3.9,78.3,59
PID002419,Beauty & Personal Care,Budget,26.65,8.3,5117.71,115.32,365,3.1,100,454
PID002420,Beauty & Personal Care,Budget,13.29,48.6,1299.99,16.15,419,2.7,80.9,264
PID002421,Sports & Fitness,Budget,33.19,39.9,4312.84,121.01,298,4,95.6,625
PID002422,Apparel,Budget,30.74,19.2,3553.53,,524,3.5,95.5,473
PID002423,Electronics,Premium,353.84,5,5972.85,248.14,,4.9,98.2,522
